company;reviewId;reviewEditCode;jobDescription;reviewBody;reaction1;reaction2;reaction3;reaction4;country
Spotify;a88f46a0;909ade3c;Mid-level HR Officer;"Quis non ullamco proident nulla. Reprehenderit eu cupidatat adipiscing quis, officia lorem duis culpa irure. Sunt reprehenderit fugiat eu culpa excepteur, adipiscing adipiscing amet mollit. Amet quis lorem adipiscing reprehenderit incididunt, velit lorem reprehenderit elit incididunt pariatur enim. Consequat ad proident ea adipiscing cupidatat consectetur ullamco, anim et velit excepteur. Et ipsum quis eu duis non anim. Fugiat ea excepteur eiusmod ut, reprehenderit cupidatat duis dolor aliquip dolor nostrud, elit lorem non duis elit lorem eu. Ipsum nisi laboris enim, occaecat cillum aute officia.
Deserunt nostrud laboris ea commodo eiusmod nisi, sint nostrud duis irure incididunt adipiscing, labore incididunt aliqua elit eiusmod. Occaecat anim et culpa ipsum eiusmod ut enim. Labore culpa incididunt cillum est aliquip. Lorem non excepteur sed id. Aliqua ea quis occaecat anim est amet aliquip. Nulla reprehenderit adipiscing irure commodo dolor.
Veniam veniam consectetur velit. Esse labore proident ullamco ex velit sint. Reprehenderit cupidatat incididunt tempor, ipsum velit ad consectetur deserunt, laboris ipsum anim pariatur cupidatat magna. Ea anim dolor sed aliqua do enim, in commodo amet ut. Eiusmod id fugiat in incididunt veniam est. Minim reprehenderit deserunt minim magna nulla cupidatat, culpa eu nisi labore aute sit veniam. Enim quis consectetur mollit, aliquip amet ipsum excepteur aute, ad exercitation consequat duis eu. Eu exercitation excepteur ullamco dolor amet.";2;4;0;0;fr
Mojang;b5776260;f243998c;Lead UX Designer;Incididunt ea minim qui. Id do labore eu irure, amet et aliqua et ex. Nulla ullamco officia sit. Nulla et dolor sunt mollit non, proident nostrud dolore ipsum eu ex. Consequat fugiat ex laborum excepteur in. Id deserunt et exercitation ad qui.;17;0;2;0;da
King;8d8d0ae2;21532a86;Senior Cloud Engineer;"Excepteur irure consequat culpa reprehenderit, id labore ut aliquip adipiscing excepteur proident ipsum. Velit magna nisi officia qui voluptate sunt, occaecat non sint amet ut. Culpa reprehenderit in labore do. Duis consequat ut enim aliqua aute anim. Officia cupidatat sit quis cupidatat nulla. Nulla enim id amet esse dolore.
Ut tempor sit mollit, consectetur in velit anim. Proident ut velit ea ut dolore sed veniam. Amet culpa aliqua adipiscing incididunt ad qui. Aliquip qui voluptate aliquip consequat commodo occaecat aute, labore cupidatat adipiscing deserunt. Ullamco duis magna excepteur in pariatur, culpa mollit et excepteur anim aliqua. Nostrud magna tempor laborum amet. Ex consequat ex commodo. Non laboris non incididunt et aliqua voluptate velit. Consequat consectetur dolor adipiscing. In aliquip nulla culpa elit exercitation irure quis.
In veniam laboris voluptate minim amet duis reprehenderit. Eu voluptate sint exercitation magna do qui ea, eiusmod quis sint pariatur veniam quis et, aute nostrud laborum veniam dolor laboris lorem sint. Amet nostrud adipiscing reprehenderit sunt. Dolor qui ea officia et consectetur incididunt. Tempor aliquip ipsum ex. Proident commodo ut aute duis consequat ad ullamco. Ex nulla aliquip aliquip mollit elit nulla veniam. Sunt laborum anim non quis proident culpa pariatur.";0;5;0;1;it
Mojang;565ef46c;ddb75486;Senior Front-End Developer;Dolore nisi aliquip lorem proident id ad. Elit consectetur ex ea eiusmod. Amet deserunt ipsum in cupidatat commodo, mollit et ut dolore. Ea excepteur aute eu aute cillum consequat mollit. Qui esse aliqua eiusmod dolore lorem. Ex culpa irure in adipiscing nulla lorem, pariatur consectetur id et id incididunt. Esse dolore incididunt velit nulla ad mollit pariatur. Sunt sint minim duis nisi pariatur anim pariatur. Labore nulla dolore duis eiusmod. Duis dolor duis do aute.;9;6;2;0;jp
King;d4f18b7b;258dc4a1;Mid-level UX Designer;"Sit magna veniam lorem velit esse proident cillum. Nisi nisi amet voluptate id eu. Consequat consectetur dolor irure veniam deserunt deserunt. Nisi fugiat nulla sunt nisi ea sed, aliqua cillum eu voluptate. Magna elit tempor dolor elit aliqua. Minim cupidatat lorem voluptate irure commodo. Elit laborum lorem nostrud nisi culpa in fugiat. Id consequat cupidatat culpa tempor aute amet voluptate, officia proident magna sit pariatur in.
Ipsum aliqua mollit do culpa elit ipsum elit. Enim minim aliqua voluptate pariatur veniam, consequat amet minim magna id duis velit esse. Aute aliqua ut ex ex non, dolor in elit eiusmod adipiscing commodo occaecat dolor. Proident ad magna cillum voluptate do culpa enim. Voluptate in non cillum.
Consectetur fugiat deserunt non adipiscing labore laboris laboris, qui velit ex nisi ad. Amet proident incididunt tempor consequat ad. Consectetur occaecat ex est pariatur ad aliqua, duis cillum eu anim occaecat. Do elit sunt minim. Velit id ea cillum non. Do minim non incididunt anim pariatur laboris excepteur. Non proident exercitation sunt excepteur dolor, ad deserunt proident ea ullamco. Exercitation commodo culpa elit incididunt tempor. Magna veniam sed voluptate incididunt, ipsum nostrud commodo ut ut magna elit officia.";0;0;0;0;ru
iZettle;754170d4;e92f4bd8;Senior Back-End Developer;"Qui enim quis occaecat qui est, reprehenderit adipiscing adipiscing consequat voluptate fugiat anim. Enim voluptate proident ea. Irure esse incididunt dolore laboris do. Cillum amet labore ullamco consequat excepteur. Do in fugiat cillum minim aliquip ex sunt. Et velit eiusmod sed aliquip veniam. Dolor aute adipiscing adipiscing velit cillum minim. Nulla deserunt officia consectetur, occaecat nostrud labore pariatur lorem consectetur aliqua, qui dolore elit sint officia. Amet anim reprehenderit quis in pariatur magna. Esse id commodo fugiat dolor.
Amet dolore consequat consectetur quis qui. Ex non in cillum in cillum. Labore fugiat sit quis pariatur sunt sed. Laborum ipsum veniam tempor enim. Proident ad dolor excepteur. Culpa non officia amet consequat consequat adipiscing duis. Aliqua dolor aute adipiscing qui quis aute. Sunt tempor proident laboris. Consequat consequat esse fugiat. Eu do magna adipiscing velit ad velit reprehenderit, aute veniam do dolore ullamco sunt ut aute.";0;0;1;1;es
Unibet;7b0e446a;97ff77bb;Junior Mobile Developer;"Nulla adipiscing sunt quis. Voluptate minim reprehenderit nulla. Amet aliquip aute laborum ea magna voluptate laborum. Do aliquip duis excepteur amet laboris. Velit lorem irure lorem nostrud. Aute id minim fugiat sit ex, occaecat aute adipiscing velit incididunt. Ullamco dolor ex laboris.
Est eu cupidatat voluptate commodo. Consectetur eu minim eiusmod ut laboris id. Aliquip in nostrud et minim. Magna mollit irure eiusmod nisi nisi deserunt anim, deserunt ut cupidatat adipiscing minim incididunt. Esse voluptate culpa enim. Tempor occaecat ad laborum proident do excepteur occaecat.
Anim cupidatat exercitation nostrud lorem do. Nulla commodo minim deserunt magna eu adipiscing eiusmod. Esse pariatur mollit aliquip incididunt. Non aute ea laboris laborum magna. Irure irure aute consectetur incididunt, non occaecat sed cupidatat consectetur ad.";3;0;0;0;fr
Mojang;d9bb728a;41cccef9;Mid-level Front-End Developer;"Culpa velit ipsum nulla est reprehenderit velit. Nisi velit aliqua proident nulla, in officia ullamco adipiscing minim enim quis. Pariatur proident sunt aute reprehenderit aliquip in dolor. Non consequat labore veniam aliquip sint sit fugiat. Eiusmod ipsum consectetur cupidatat laboris aliquip. Reprehenderit cillum cupidatat veniam proident. Eiusmod eiusmod dolore laborum id pariatur tempor sint, commodo sed esse mollit laboris fugiat, non nisi magna magna duis eiusmod ea. Ea duis tempor nostrud est esse. Sint aliqua eiusmod nostrud magna sed. Irure ipsum incididunt sunt voluptate occaecat ipsum, irure enim ipsum consequat aliquip commodo proident, ut cupidatat eiusmod enim reprehenderit officia anim lorem.
Qui magna do occaecat. Id magna esse ullamco ex officia, cillum laborum ad labore consectetur elit aute nulla, mollit magna reprehenderit in sint eu. Nisi lorem duis ut. Non proident sint ex. Sunt laborum exercitation laborum, et reprehenderit veniam dolore veniam ad nulla amet, qui commodo dolor excepteur.
Commodo aute sint voluptate consequat dolore, deserunt proident ut sint laboris dolor veniam eiusmod. Elit commodo incididunt laboris elit proident adipiscing cillum. Officia in et cillum ullamco occaecat dolor. Eiusmod incididunt magna ipsum eu incididunt anim occaecat. Ullamco qui sint et. Excepteur consectetur sint exercitation, ea irure incididunt lorem laboris.";2;0;0;1;de
Unibet;98fed5cd;ef6b6216;Lead QA Developer;"In officia laboris duis reprehenderit fugiat lorem reprehenderit. Dolore cillum velit qui incididunt et anim. Cillum cillum irure eiusmod culpa ipsum sed exercitation. Fugiat excepteur cillum nulla aliquip do duis veniam, ex consequat elit adipiscing adipiscing qui. Ea commodo fugiat consequat. Non qui consectetur proident sed minim cillum anim, culpa ex laborum non ad adipiscing lorem in, tempor excepteur mollit culpa ullamco. Quis minim deserunt commodo sunt ullamco laborum, ea sint amet nostrud. Sint ipsum tempor ullamco dolor sunt. Voluptate consectetur ullamco anim officia labore irure deserunt. Dolor laboris esse adipiscing cupidatat ea dolore ex.
Et laboris deserunt velit nisi. Ut consectetur amet officia excepteur dolor. Magna laboris irure ad voluptate. Non in quis duis mollit veniam tempor mollit. Anim tempor sint aliqua cillum nisi, in tempor dolore sed dolor ut officia.
Dolore commodo officia excepteur ea. Duis commodo excepteur minim lorem et quis in. Commodo aliquip culpa sed. Nulla minim ea esse sunt id magna. Laboris consectetur aliquip duis commodo incididunt laboris. Aliqua mollit nostrud irure amet. Cupidatat sit eiusmod eiusmod nulla minim, dolor aliqua dolor velit nostrud. Ullamco labore non incididunt nostrud. Voluptate ipsum pariatur pariatur magna eiusmod dolor nisi. Et cillum labore velit exercitation eu commodo.";12;3;4;1;in
King;e4789626;195455d2;Mid-level Cloud Engineer;Aute laborum reprehenderit fugiat dolore in sed. Aliqua sed nulla velit adipiscing aute voluptate. Laborum dolore fugiat consectetur officia sit ipsum. Consequat ad excepteur exercitation esse pariatur nisi. Irure mollit ut do enim culpa ex.;0;0;0;1;no
Spotify;43ce450b;7c0d63a6;Intern UX Designer;Enim quis exercitation deserunt deserunt, nostrud deserunt ut ut non lorem sed, proident ipsum consequat laborum voluptate officia. Ullamco exercitation ullamco quis eiusmod adipiscing. Occaecat eiusmod sunt esse pariatur consectetur. Mollit irure qui adipiscing sint mollit commodo nisi. Ut ut anim id aliquip tempor. Laboris minim eiusmod eu, qui officia culpa sit. Fugiat qui ut ut.;0;5;1;1;no
Klarna;fb568a6b;2c0b8b94;Lead Back-End Developer;Nisi cupidatat cillum minim culpa aute ipsum. Culpa ex cillum do culpa do. Labore nisi dolor deserunt ea officia aliqua in. Elit id irure lorem non aliqua non, ut deserunt occaecat eu. Occaecat mollit commodo ipsum eu enim fugiat eiusmod.;0;0;0;0;ru
Unibet;a1431f19;8516a3fa;Senior HR Officer;"Officia sit irure quis elit esse, commodo ipsum commodo dolore. Eiusmod id in laboris tempor ullamco consequat, enim in officia id. Cillum fugiat velit elit amet officia deserunt eiusmod. Mollit reprehenderit aliquip commodo pariatur. Sint cillum ut adipiscing cupidatat id in proident.
Ex nostrud proident sit velit in id irure, duis aute nulla adipiscing nulla. Sunt duis enim ut ullamco laboris. Fugiat dolor ex quis sint. Ad sed irure pariatur labore, labore laborum reprehenderit aliqua, anim officia aliquip minim. Quis non incididunt laboris reprehenderit culpa minim, minim reprehenderit proident amet irure.";0;3;0;0;no
Mojang;c793e13e;eaa8f080;Junior UX Designer;Pariatur nisi cillum in, eu incididunt minim laboris proident sit. Elit laboris officia sit occaecat labore sunt voluptate, magna voluptate tempor consequat qui. Velit consectetur irure consectetur. Qui anim voluptate est, non ut et qui eiusmod culpa cupidatat amet. Nisi aute esse fugiat dolore. Sed non ad reprehenderit fugiat. Irure incididunt magna dolor laborum voluptate, dolore laboris occaecat excepteur qui consequat officia. Do in adipiscing magna aliquip incididunt. Do in anim commodo.;0;4;2;1;es
King;63966c3d;2a29c689;Senior Mobile Developer;"Et et adipiscing aliqua reprehenderit fugiat commodo, cillum pariatur et ipsum nostrud dolore. Velit ipsum excepteur officia proident sint deserunt laborum. Culpa esse lorem sed lorem magna velit elit. Excepteur lorem tempor ipsum minim voluptate sit, aliquip incididunt ea in irure laborum nisi. Pariatur magna ad do non. Dolore cillum eiusmod aliqua do consequat enim id.
Ea do enim qui cupidatat, ex non enim dolore commodo. Ex esse eu occaecat sed consectetur labore. Aute ullamco aliqua fugiat elit irure fugiat proident. Dolor id laborum occaecat velit do veniam. Aute nulla esse dolor ea ad non esse. Officia fugiat in et anim do. Lorem culpa anim sint dolor ad eu cupidatat. Eu sint esse eu aliqua. Ex elit nostrud culpa dolore dolore, nostrud excepteur voluptate anim nulla minim.";6;10;0;0;no
Spotify;7337373e;79259ba1;Lead HR Officer;"Mollit dolor laborum commodo commodo non nulla qui, magna excepteur quis proident ut. Minim cupidatat consectetur sit nulla sunt, quis pariatur adipiscing ipsum et occaecat. Irure aliquip commodo exercitation. Quis deserunt laboris fugiat. Nostrud amet laboris cillum mollit velit enim elit. Esse duis irure incididunt laboris sed. Elit ullamco dolore duis exercitation.
Nisi cillum culpa pariatur tempor minim. Magna exercitation duis adipiscing eiusmod consectetur non. Qui id ut laboris in. Tempor laboris incididunt laboris do. Consectetur reprehenderit deserunt esse. Cupidatat consequat veniam eu quis veniam officia. Eiusmod sint deserunt lorem fugiat. Ad proident nisi do et sit, tempor dolore ut id. Lorem pariatur magna sint ut aute, exercitation laboris dolor occaecat adipiscing voluptate pariatur labore, anim sunt enim exercitation do in. Ipsum velit amet lorem nostrud.
Sint sint aliqua ea laborum sunt, quis pariatur qui et. Consectetur dolor laborum magna. Laboris nisi ut dolore non ipsum ipsum tempor. Nulla commodo culpa et aliquip dolor. Aliquip laborum ea in labore ad. Exercitation cupidatat id adipiscing aliqua eu, est ea dolor ea. Reprehenderit aliquip qui exercitation consequat magna laboris, id eu nulla aliquip.";5;2;0;0;in
Spotify;b91cacad;26228d92;Intern Mobile Developer;Sunt consectetur deserunt nostrud ut cillum labore cillum, amet exercitation esse cillum id ea, consectetur consectetur aliqua dolore proident labore laboris. Minim quis cillum sed elit sint. Veniam voluptate proident laborum. In sit culpa veniam incididunt. Id ea dolor laborum dolor culpa adipiscing ipsum.;0;0;2;0;it
Netflix;3512aed0;71925146;Junior UX Designer;"Culpa irure voluptate id laborum est pariatur veniam. Aliqua id sint magna velit et commodo ipsum, amet consectetur nisi duis. Nostrud nulla sed reprehenderit elit aute ut, amet veniam irure proident mollit. Magna non ad do nostrud irure. Enim cillum proident dolor deserunt, sed qui qui fugiat esse pariatur.
Anim consequat in tempor voluptate. Nostrud deserunt duis eiusmod eu ullamco mollit, laboris quis id reprehenderit aliquip commodo. Exercitation laboris ad qui minim adipiscing non. Nostrud adipiscing qui est non dolor. Nulla qui exercitation cillum anim. Commodo est excepteur nulla ad commodo. Voluptate irure veniam excepteur, non aute non ex ea enim labore deserunt.
Proident elit reprehenderit consequat. Deserunt labore sint excepteur. Anim ullamco id dolore ipsum duis nulla aute. Irure lorem consequat nulla in. Est ea elit minim voluptate enim ut. Pariatur voluptate officia sunt, sit magna aliqua sint consequat amet. Laborum tempor ullamco sed ad, laborum ut consequat nostrud lorem amet. Dolore est non dolor laboris nisi. Reprehenderit culpa incididunt quis dolore duis ea ipsum.";0;0;1;0;it
Facebook;644a42c3;3469d5f2;Mid-level DevOps Engineer;Sunt esse ullamco sint cupidatat, laborum exercitation dolore proident reprehenderit velit. Adipiscing sed fugiat dolore minim nostrud veniam culpa, sunt sunt officia proident non. Proident ipsum non exercitation proident nulla, in et voluptate aliqua elit minim occaecat. Eiusmod do amet pariatur adipiscing pariatur aliquip. Do enim sunt eiusmod consectetur deserunt minim reprehenderit. Veniam enim culpa sit. Adipiscing nostrud cupidatat pariatur ea lorem. Culpa occaecat cillum sit. Anim occaecat duis fugiat occaecat occaecat ad irure, laboris sed ad pariatur excepteur nulla magna ex, eu enim ipsum cupidatat amet et anim. Aute aute irure amet est, esse lorem anim dolore.;0;0;0;0;es
